SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	LureFace	RunNo	genRanNo	AllTrialNo	Foil1	Foil2	key	RT	facechoice
17	10	obj07.jpg	10	312	face25.jpg	face02.jpg	1	24	1	face12.jpg	face14.jpg	NaN	NaN	NaN
17	8	obj14.jpg	8	264	face01.jpg	face28.jpg	1	27	2	face02.jpg	face27.jpg	3	3090.02217836678	1
17	3	obj04.jpg	3	144	face21.jpg	face15.jpg	1	35	3	face05.jpg	face03.jpg	3	1812.28674203157	1
17	8	obj14.jpg	7	240	face28.jpg	face01.jpg	1	53	4	face04.jpg	face23.jpg	2	1443.55474412441	1
17	9	obj13.jpg	9	288	face19.jpg	face13.jpg	1	59	5	face28.jpg	face20.jpg	1	1249.75061789155	2
17	14	obj02.jpg	14	48	face17.jpg	face04.jpg	1	72	6	face07.jpg	face24.jpg	3	1375.79141370952	1
17	11	obj06.jpg	12	360	face07.jpg	face10.jpg	1	85	7	face22.jpg	face09.jpg	1	1338.74537423253	3
17	13	obj05.jpg	14	48	face09.jpg	face11.jpg	1	93	8	face10.jpg	face12.jpg	2	1589.434530586	1
17	6	obj11.jpg	5	192	face22.jpg	face16.jpg	1	112	9	face18.jpg	face17.jpg	4	1918.65047067404	2
17	3	obj04.jpg	4	168	face15.jpg	face21.jpg	1	120	10	face09.jpg	face08.jpg	4	1833.44214782119	2
17	4	obj12.jpg	3	144	face18.jpg	face20.jpg	1	145	11	face14.jpg	face15.jpg	3	1439.86691907048	2
17	9	obj13.jpg	10	312	face13.jpg	face19.jpg	1	166	12	face08.jpg	face26.jpg	3	1110.50933972001	1
17	12	obj01.jpg	12	360	face03.jpg	face23.jpg	1	177	13	face26.jpg	face05.jpg	1	1203.14186438918	2
17	14	obj02.jpg	13	24	face04.jpg	face17.jpg	1	210	14	face25.jpg	face16.jpg	1	1796.98324203491	1
17	5	obj03.jpg	6	216	face14.jpg	face27.jpg	1	231	15	face19.jpg	face22.jpg	3	1781.23846463859	2
17	2	obj10.jpg	2	120	face24.jpg	face05.jpg	1	246	16	face23.jpg	face19.jpg	1	1934.22429636121	2
17	7	obj08.jpg	7	240	face26.jpg	face12.jpg	1	266	17	face17.jpg	face01.jpg	2	1855.85696808994	2
17	1	obj09.jpg	1	96	face06.jpg	face08.jpg	1	280	18	face24.jpg	face11.jpg	3	2694.67327930033	4
17	10	obj07.jpg	9	288	face02.jpg	face25.jpg	1	281	19	face01.jpg	face06.jpg	2	2153.82211282849	4
17	2	obj10.jpg	1	96	face05.jpg	face24.jpg	1	299	20	face06.jpg	face28.jpg	4	2219.35981139541	1
