SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	LureFace	RunNo	genRanNo	AllTrialNo	Foil1	Foil2	key	RT	facechoice
22	12	obj13.jpg	12	120	face16.jpg	face27.jpg	1	6	1	face11.jpg	face13.jpg	NaN	NaN	NaN
22	4	obj09.jpg	4	288	face08.jpg	face19.jpg	1	9	2	face06.jpg	face05.jpg	4	3171.25419998774	1
22	10	obj07.jpg	9	48	face24.jpg	face15.jpg	1	29	3	face21.jpg	face12.jpg	3	5455.72080498096	1
22	1	obj06.jpg	2	240	face28.jpg	face06.jpg	1	53	4	face25.jpg	face16.jpg	2	4464.77029804373	2
22	11	obj12.jpg	11	96	face10.jpg	face14.jpg	1	54	5	face24.jpg	face02.jpg	2	6745.04018598236	2
22	13	obj11.jpg	14	168	face04.jpg	face02.jpg	1	60	6	face17.jpg	face10.jpg	2	5605.41960701812	1
22	10	obj07.jpg	10	72	face15.jpg	face24.jpg	1	83	7	face05.jpg	face27.jpg	3	5007.54706497537	1
22	4	obj09.jpg	3	264	face19.jpg	face08.jpg	1	98	8	face14.jpg	face28.jpg	2	4931.48795503657	1
22	9	obj05.jpg	9	48	face18.jpg	face13.jpg	1	101	9	face22.jpg	face08.jpg	1	4320.54299104493	3
22	6	obj04.jpg	6	336	face26.jpg	face20.jpg	1	112	10	face18.jpg	face19.jpg	4	5622.99343000632	2
22	6	obj04.jpg	5	312	face20.jpg	face26.jpg	1	113	11	face23.jpg	face14.jpg	4	3929.23231597524	2
22	1	obj06.jpg	1	216	face06.jpg	face28.jpg	1	129	12	face03.jpg	face25.jpg	4	5510.66135498695	2
22	8	obj03.jpg	8	24	face09.jpg	face25.jpg	1	155	13	face08.jpg	face22.jpg	2	4252.14545498602	2
22	8	obj03.jpg	7	360	face25.jpg	face09.jpg	1	159	14	face04.jpg	face07.jpg	1	7020.51589899929	2
22	5	obj08.jpg	6	336	face05.jpg	face21.jpg	1	193	15	face16.jpg	face24.jpg	1	6174.55782799516	2
22	14	obj01.jpg	13	144	face22.jpg	face01.jpg	1	196	16	face27.jpg	face06.jpg	2	4403.09593896382	2
22	3	obj10.jpg	4	288	face07.jpg	face11.jpg	1	197	17	face10.jpg	face15.jpg	1	4318.90326103894	1
22	3	obj10.jpg	3	264	face11.jpg	face07.jpg	1	214	18	face26.jpg	face03.jpg	2	4628.03129304666	4
22	2	obj14.jpg	1	216	face12.jpg	face23.jpg	1	224	19	face09.jpg	face04.jpg	3	5269.60346300621	3
22	2	obj14.jpg	2	240	face23.jpg	face12.jpg	1	232	20	face13.jpg	face01.jpg	4	4718.77877600491	1
22	13	obj11.jpg	13	144	face02.jpg	face04.jpg	1	243	21	face28.jpg	face11.jpg	3	4540.60179099906	2
22	7	obj02.jpg	7	360	face03.jpg	face17.jpg	1	246	22	face15.jpg	face23.jpg	1	5857.76414797874	1
