SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	LureFace	RunNo	genRanNo	AllTrialNo	Foil1	Foil2	key	RT	facechoice
4	14	obj14.jpg	13	144	face10.jpg	face07.jpg	1	1	1	face28.jpg	face08.jpg	NaN	NaN	NaN
4	5	obj07.jpg	6	336	face13.jpg	face12.jpg	1	4	2	face21.jpg	face03.jpg	1	3023.34475610405	2
4	11	obj03.jpg	12	120	face19.jpg	face16.jpg	1	14	3	face26.jpg	face04.jpg	1	2901.10905375332	1
4	13	obj01.jpg	13	144	face24.jpg	face08.jpg	1	29	4	face25.jpg	face14.jpg	1	3031.75084292889	4
4	6	obj11.jpg	5	312	face09.jpg	face22.jpg	1	43	5	face16.jpg	face02.jpg	3	2948.51626176387	1
4	2	obj05.jpg	2	240	face02.jpg	face18.jpg	1	65	6	face24.jpg	face15.jpg	2	2806.14763963968	3
4	4	obj02.jpg	4	288	face23.jpg	face28.jpg	1	111	7	face14.jpg	face21.jpg	3	2468.31012889743	1
4	3	obj10.jpg	4	288	face04.jpg	face21.jpg	1	114	8	face20.jpg	face11.jpg	4	2984.94654428214	3
4	10	obj12.jpg	10	72	face20.jpg	face25.jpg	1	118	9	face05.jpg	face18.jpg	4	2287.8088215366	3
4	3	obj10.jpg	3	264	face21.jpg	face04.jpg	1	121	10	face27.jpg	face22.jpg	1	3020.72626817971	3
4	1	obj13.jpg	1	216	face27.jpg	face03.jpg	1	126	11	face15.jpg	face19.jpg	2	1850.95572005957	1
4	14	obj14.jpg	14	168	face07.jpg	face10.jpg	1	141	12	face08.jpg	face25.jpg	4	3720.75041662902	2
4	8	obj04.jpg	7	360	face06.jpg	face15.jpg	1	149	13	face19.jpg	face10.jpg	4	3610.21367926151	2
4	7	obj06.jpg	8	24	face14.jpg	face26.jpg	1	151	14	face12.jpg	face27.jpg	4	2151.44175570458	3
4	8	obj04.jpg	8	24	face15.jpg	face06.jpg	1	154	15	face09.jpg	face13.jpg	3	2729.18573673815	1
4	2	obj05.jpg	1	216	face18.jpg	face02.jpg	1	198	16	face06.jpg	face26.jpg	1	1883.49097594619	3
4	1	obj13.jpg	2	240	face03.jpg	face27.jpg	1	212	17	face17.jpg	face12.jpg	2	1688.26586846262	2
4	7	obj06.jpg	7	360	face26.jpg	face14.jpg	1	219	18	face23.jpg	face01.jpg	3	2019.99261789024	3
4	10	obj12.jpg	9	48	face25.jpg	face20.jpg	1	222	19	face13.jpg	face05.jpg	2	3827.63231452554	4
4	9	obj08.jpg	9	48	face01.jpg	face17.jpg	1	235	20	face04.jpg	face07.jpg	3	2624.73809346557	3
4	13	obj01.jpg	14	168	face08.jpg	face24.jpg	1	240	21	face18.jpg	face23.jpg	2	1959.92535538971	2
4	4	obj02.jpg	3	264	face28.jpg	face23.jpg	1	259	22	face10.jpg	face24.jpg	4	2128.58876213431	2
4	9	obj08.jpg	10	72	face17.jpg	face01.jpg	1	261	23	face02.jpg	face09.jpg	3	2043.63694321364	3
4	12	obj09.jpg	11	96	face11.jpg	face05.jpg	1	274	24	face07.jpg	face06.jpg	3	3850.89202784002	4
4	6	obj11.jpg	6	336	face22.jpg	face09.jpg	1	279	25	face01.jpg	face28.jpg	3	3117.71143320948	1
4	11	obj03.jpg	11	96	face16.jpg	face19.jpg	1	303	26	face11.jpg	face20.jpg	4	3008.52877274156	1
4	5	obj07.jpg	5	312	face12.jpg	face13.jpg	1	318	27	face22.jpg	face17.jpg	3	3278.67648471147	1
4	12	obj09.jpg	12	120	face05.jpg	face11.jpg	1	358	28	face03.jpg	face16.jpg	3	2986.17918044329	1
4	7	obj06.jpg	8	24	face14.jpg	face26.jpg	2	11	29	face22.jpg	face12.jpg	4	3734.39463041723	2
4	12	obj09.jpg	12	120	face05.jpg	face11.jpg	2	49	30	face25.jpg	face28.jpg	2	3453.5589851439	1
4	4	obj02.jpg	4	288	face23.jpg	face28.jpg	2	53	31	face06.jpg	face09.jpg	4	1666.15544818342	2
4	9	obj08.jpg	9	48	face01.jpg	face17.jpg	2	78	32	face20.jpg	face14.jpg	3	1591.26126021147	2
4	13	obj01.jpg	13	144	face24.jpg	face08.jpg	2	119	33	face16.jpg	face18.jpg	2	1904.94710672647	1
4	1	obj13.jpg	1	216	face27.jpg	face03.jpg	2	124	34	face28.jpg	face10.jpg	4	3668.03245060146	3
4	12	obj09.jpg	11	96	face11.jpg	face05.jpg	2	127	35	face08.jpg	face02.jpg	3	3623.69038630277	2
4	6	obj11.jpg	6	336	face22.jpg	face09.jpg	2	147	36	face18.jpg	face07.jpg	4	2572.53344263881	1
4	13	obj01.jpg	14	168	face08.jpg	face24.jpg	2	157	37	face03.jpg	face20.jpg	3	1973.3405392617	1
4	8	obj04.jpg	8	24	face15.jpg	face06.jpg	2	167	38	face10.jpg	face27.jpg	1	3493.84351354092	2
4	5	obj07.jpg	5	312	face12.jpg	face13.jpg	2	171	39	face26.jpg	face17.jpg	3	3888.87916505337	3
4	2	obj05.jpg	2	240	face02.jpg	face18.jpg	2	177	40	face15.jpg	face03.jpg	3	4011.59244962037	4
4	3	obj10.jpg	4	288	face04.jpg	face21.jpg	2	178	41	face19.jpg	face15.jpg	2	3801.48817785084	2
4	7	obj06.jpg	7	360	face26.jpg	face14.jpg	2	203	42	face05.jpg	face21.jpg	1	2390.71587938815	1
4	11	obj03.jpg	11	96	face16.jpg	face19.jpg	2	208	43	face21.jpg	face24.jpg	1	2326.30544900894	1
4	9	obj08.jpg	10	72	face17.jpg	face01.jpg	2	216	44	face02.jpg	face19.jpg	1	2689.8885006085	2
4	11	obj03.jpg	12	120	face19.jpg	face16.jpg	2	224	45	face17.jpg	face11.jpg	4	4028.31226307899	1
4	14	obj14.jpg	13	144	face10.jpg	face07.jpg	2	226	46	face04.jpg	face16.jpg	2	3937.36930843443	3
4	4	obj02.jpg	3	264	face28.jpg	face23.jpg	2	231	47	face13.jpg	face05.jpg	3	2586.42911165953	1
4	10	obj12.jpg	9	48	face25.jpg	face20.jpg	2	244	48	face24.jpg	face22.jpg	3	2809.29918773472	2
4	14	obj14.jpg	14	168	face07.jpg	face10.jpg	2	270	49	face12.jpg	face08.jpg	1	6696.14411517978	2
4	6	obj11.jpg	5	312	face09.jpg	face22.jpg	2	288	50	face27.jpg	face25.jpg	4	2424.32854324579	1
4	3	obj10.jpg	3	264	face21.jpg	face04.jpg	2	290	51	face23.jpg	face26.jpg	2	3135.10950934142	1
4	8	obj04.jpg	7	360	face06.jpg	face15.jpg	2	322	52	face09.jpg	face23.jpg	3	4423.90885017812	4
4	2	obj05.jpg	1	216	face18.jpg	face02.jpg	2	337	53	face11.jpg	face04.jpg	2	2443.78083012998	4
