SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	RunNo	genRanNo	AllTrialNo	colchoice	RT
8	13	obj14.jpg	13	216	face24.jpg	1	2	1	208	9.66669620573521
8	6	obj07.jpg	5	24	face17.jpg	1	4	2	28	37.3696050141007
8	5	obj12.jpg	5	24	face05.jpg	1	10	3	14	21.6692347172648
8	7	obj10.jpg	8	96	face01.jpg	1	12	4	88	11.9183549797162
8	12	obj05.jpg	12	192	face28.jpg	1	14	5	190	13.8428997257724
8	9	obj08.jpg	10	144	face16.jpg	1	15	6	148	10.216490351595
8	4	obj09.jpg	3	336	face20.jpg	1	16	7	348	5.76669014059007
8	2	obj13.jpg	1	288	face07.jpg	1	19	8	285	10.2528895996511
8	1	obj03.jpg	1	288	face27.jpg	1	20	9	290	4.85860593058169
8	6	obj07.jpg	6	48	face03.jpg	1	21	10	45	7.41667692549527
8	9	obj08.jpg	9	120	face25.jpg	1	22	11	133	5.899364230223
8	8	obj11.jpg	7	72	face12.jpg	1	23	12	74	9.95082187093794
8	5	obj12.jpg	6	48	face19.jpg	1	25	13	55	7.81077830959111
8	11	obj01.jpg	12	192	face14.jpg	1	26	14	189	6.66965775284916
8	2	obj13.jpg	2	312	face02.jpg	1	28	15	314	3.16008877847344
8	7	obj10.jpg	7	72	face18.jpg	1	30	16	77	2.56290069129318
8	11	obj01.jpg	11	168	face21.jpg	1	32	17	171	2.6976064555347
8	12	obj05.jpg	11	168	face13.jpg	1	33	18	176	8.63029908295721
8	14	obj06.jpg	14	240	face08.jpg	1	34	19	244	2.83164707291871
8	3	obj04.jpg	4	360	face04.jpg	1	36	20	354	3.68682791292667
8	1	obj03.jpg	2	312	face10.jpg	1	38	21	303	4.4820085382089
8	13	obj14.jpg	14	240	face06.jpg	1	42	22	239	10.8577942643315
8	8	obj11.jpg	8	96	face23.jpg	1	43	23	83	6.03044153004885
8	14	obj06.jpg	13	216	face11.jpg	1	51	24	215	9.99292588047683
8	4	obj09.jpg	4	360	face09.jpg	1	52	25	351	4.31779886968434
8	3	obj04.jpg	3	336	face22.jpg	1	54	26	340	6.62646061461419
8	10	obj02.jpg	10	144	face15.jpg	1	55	27	156	9.48906355444342
8	10	obj02.jpg	9	120	face26.jpg	1	56	28	115	5.59183062519878
8	11	obj01.jpg	12	192	face14.jpg	2	1	29	186	9.13318490236998
8	10	obj02.jpg	10	144	face15.jpg	2	3	30	149	10.35493395105
8	9	obj08.jpg	9	120	face25.jpg	2	5	31	136	4.01326870545745
8	13	obj14.jpg	13	216	face24.jpg	2	6	32	212	4.34737911727279
8	8	obj11.jpg	7	72	face12.jpg	2	7	33	70	7.82648057676852
8	7	obj10.jpg	8	96	face01.jpg	2	8	34	105	3.86538532096893
8	3	obj04.jpg	3	336	face22.jpg	2	9	35	350	2.5974228689447
8	14	obj06.jpg	13	216	face11.jpg	2	11	36	210	4.90158899594098
8	1	obj03.jpg	1	288	face27.jpg	2	13	37	297	3.91603444609791
8	7	obj10.jpg	7	72	face18.jpg	2	17	38	78	8.53221597801894
8	9	obj08.jpg	10	144	face16.jpg	2	18	39	133	1.93713808897883
8	13	obj14.jpg	14	240	face06.jpg	2	24	40	236	4.19645005371422
8	3	obj04.jpg	4	360	face04.jpg	2	27	41	12	6.52425690926611
8	14	obj06.jpg	14	240	face08.jpg	2	29	42	228	4.71345341671258
8	4	obj09.jpg	3	336	face20.jpg	2	31	43	338	7.93200651183724
8	8	obj11.jpg	8	96	face23.jpg	2	35	44	94	4.64248111937195
8	12	obj05.jpg	12	192	face28.jpg	2	37	45	195	6.76646630838513
8	1	obj03.jpg	2	312	face10.jpg	2	39	46	312	6.1526846466586
8	12	obj05.jpg	11	168	face13.jpg	2	40	47	165	2.66824022959918
8	6	obj07.jpg	6	48	face03.jpg	2	41	48	57	4.164978986606
8	2	obj13.jpg	1	288	face07.jpg	2	44	49	288	4.37739900127053
8	6	obj07.jpg	5	24	face17.jpg	2	45	50	35	2.47188906744123
8	10	obj02.jpg	9	120	face26.jpg	2	46	51	124	5.98531506210566
8	5	obj12.jpg	5	24	face05.jpg	2	47	52	21	3.55906996596605
8	5	obj12.jpg	6	48	face19.jpg	2	48	53	59	9.40052300877869
8	11	obj01.jpg	11	168	face21.jpg	2	49	54	172	12.4177324427292
8	4	obj09.jpg	4	360	face09.jpg	2	50	55	357	3.14558693766594
8	2	obj13.jpg	2	312	face02.jpg	2	53	56	323	8.24006230663508
