SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	RunNo	genRanNo	AllTrialNo	colchoice	RT
3	11	obj11.jpg	12	336	face21.jpg	1	6	1	339	20.7171382084489
3	5	obj02.jpg	5	168	face17.jpg	1	7	2	183	12.7787094218656
3	9	obj03.jpg	9	264	face16.jpg	1	8	3	242	4.95243321731687
3	12	obj07.jpg	12	336	face01.jpg	1	9	4	336	4.58772525005043
3	12	obj07.jpg	11	312	face24.jpg	1	10	5	312	13.3665295718238
3	2	obj09.jpg	2	96	face22.jpg	1	13	6	96	11.7055444121361
3	9	obj03.jpg	10	288	face10.jpg	1	15	7	288	9.10960977803916
3	13	obj08.jpg	14	24	face03.jpg	1	18	8	59	11.2678194958717
3	13	obj08.jpg	13	360	face19.jpg	1	20	9	1	13.9986439216882
3	8	obj04.jpg	8	240	face07.jpg	1	21	10	246	8.47995950188488
3	14	obj10.jpg	13	360	face23.jpg	1	22	11	345	6.66076737176627
3	6	obj01.jpg	5	168	face08.jpg	1	23	12	105	6.68637520074844
3	14	obj10.jpg	14	24	face27.jpg	1	24	13	38	7.63298868294805
3	7	obj06.jpg	8	240	face14.jpg	1	26	14	233	11.1854154439643
3	11	obj11.jpg	11	312	face02.jpg	1	29	15	325	3.573616550304
3	1	obj14.jpg	1	72	face20.jpg	1	30	16	73	8.3888182528317
3	10	obj05.jpg	9	264	face06.jpg	1	31	17	271	3.24220331013203
3	4	obj13.jpg	3	120	face13.jpg	1	33	18	124	4.10552862100303
3	7	obj06.jpg	7	216	face05.jpg	1	35	19	209	6.08289888687432
3	1	obj14.jpg	2	96	face11.jpg	1	38	20	95	8.59906070772558
3	2	obj09.jpg	1	72	face04.jpg	1	40	21	74	9.11395884398371
3	5	obj02.jpg	6	192	face25.jpg	1	44	22	227	22.5066849905998
3	3	obj12.jpg	4	144	face18.jpg	1	45	23	116	9.64510438032448
3	3	obj12.jpg	3	120	face26.jpg	1	46	24	126	4.77482890710235
3	10	obj05.jpg	10	288	face28.jpg	1	47	25	284	8.13022779393941
3	4	obj13.jpg	4	144	face12.jpg	1	51	26	120	2.67768187075853
3	8	obj04.jpg	7	216	face15.jpg	1	52	27	214	3.26903724856675
3	6	obj01.jpg	6	192	face09.jpg	1	54	28	209	10.7144964691252
3	2	obj09.jpg	1	72	face04.jpg	2	1	29	73	10.7732370039448
3	2	obj09.jpg	2	96	face22.jpg	2	2	30	95	12.8339344812557
3	6	obj01.jpg	6	192	face09.jpg	2	3	31	206	4.68063760083169
3	9	obj03.jpg	9	264	face16.jpg	2	4	32	253	3.45110951736569
3	4	obj13.jpg	3	120	face13.jpg	2	5	33	130	3.85392320435494
3	12	obj07.jpg	12	336	face01.jpg	2	11	34	336	5.16191541031003
3	11	obj11.jpg	11	312	face02.jpg	2	12	35	330	5.9212243296206
3	12	obj07.jpg	11	312	face24.jpg	2	14	36	323	5.41077972017229
3	4	obj13.jpg	4	144	face12.jpg	2	16	37	112	4.35682451445609
3	1	obj14.jpg	1	72	face20.jpg	2	17	38	78	5.39836531318724
3	5	obj02.jpg	6	192	face25.jpg	2	19	39	206	1.1682263892144
3	1	obj14.jpg	2	96	face11.jpg	2	25	40	93	11.0642819460481
3	10	obj05.jpg	10	288	face28.jpg	2	27	41	284	2.49531409703195
3	9	obj03.jpg	10	288	face10.jpg	2	28	42	287	3.44197025336325
3	5	obj02.jpg	5	168	face17.jpg	2	32	43	160	13.4401654526591
3	3	obj12.jpg	3	120	face26.jpg	2	34	44	129	3.18304595071822
3	6	obj01.jpg	5	168	face08.jpg	2	36	45	148	12.6731551056728
3	14	obj10.jpg	13	360	face23.jpg	2	37	46	6	5.0828216355294
3	10	obj05.jpg	9	264	face06.jpg	2	39	47	249	2.95075515378267
3	11	obj11.jpg	12	336	face21.jpg	2	41	48	328	6.99968563206494
3	3	obj12.jpg	4	144	face18.jpg	2	42	49	120	3.90086070261896
3	13	obj08.jpg	14	24	face03.jpg	2	43	50	51	11.1942537706345
3	7	obj06.jpg	8	240	face14.jpg	2	48	51	249	8.2185516199097
3	7	obj06.jpg	7	216	face05.jpg	2	49	52	210	8.85013759229332
3	8	obj04.jpg	8	240	face07.jpg	2	50	53	251	6.16387152392417
3	8	obj04.jpg	7	216	face15.jpg	2	53	54	202	3.51170228887349
3	14	obj10.jpg	14	24	face27.jpg	2	55	55	46	4.28323206212372
3	13	obj08.jpg	13	360	face19.jpg	2	56	56	28	8.36766867991537
