SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	RunNo	genRanNo	AllTrialNo	colchoice	RT
17	1	obj09.jpg	1	96	face06.jpg	1	3	1	81	0.00047140009701252
17	4	obj12.jpg	4	168	face20.jpg	1	6	2	180	8.67681434750557
17	7	obj08.jpg	7	240	face26.jpg	1	7	3	216	8.34218822233379
17	1	obj09.jpg	2	120	face08.jpg	1	8	4	126	2.35410815291107
17	10	obj07.jpg	9	288	face02.jpg	1	9	5	286	3.57329951226711
17	14	obj02.jpg	14	48	face17.jpg	1	10	6	48	6.8264566231519
17	3	obj04.jpg	4	168	face15.jpg	1	11	7	192	5.51202269271016
17	11	obj06.jpg	12	360	face07.jpg	1	14	8	20	2.66309975273907
17	5	obj03.jpg	5	192	face27.jpg	1	16	9	193	3.35970059596002
17	9	obj13.jpg	9	288	face19.jpg	1	17	10	294	4.63271652534604
17	3	obj04.jpg	3	144	face21.jpg	1	20	11	126	8.64287496730685
17	8	obj14.jpg	7	240	face28.jpg	1	23	12	210	2.60183351300657
17	9	obj13.jpg	10	312	face13.jpg	1	24	13	317	6.88740812055767
17	14	obj02.jpg	13	24	face04.jpg	1	26	14	30	7.90691209770739
17	5	obj03.jpg	6	216	face14.jpg	1	27	15	219	3.52069053985178
17	12	obj01.jpg	12	360	face03.jpg	1	28	16	12	3.27494179271162
17	13	obj05.jpg	13	24	face11.jpg	1	29	17	31	5.0305204782635
17	6	obj11.jpg	5	192	face22.jpg	1	33	18	181	1.36204452998936
17	13	obj05.jpg	14	48	face09.jpg	1	35	19	58	7.83613158017397
17	2	obj10.jpg	1	96	face05.jpg	1	37	20	98	3.87493005208671
17	4	obj12.jpg	3	144	face18.jpg	1	39	21	125	6.25810197368264
17	2	obj10.jpg	2	120	face24.jpg	1	43	22	135	3.42120613716543
17	12	obj01.jpg	11	336	face23.jpg	1	44	23	326	5.09777484089136
17	6	obj11.jpg	6	216	face16.jpg	1	47	24	233	6.73076432198286
17	10	obj07.jpg	10	312	face25.jpg	1	52	25	311	5.45616664178669
17	8	obj14.jpg	8	264	face01.jpg	1	53	26	249	2.88703645765781
17	11	obj06.jpg	11	336	face10.jpg	1	54	27	326	9.63617000170052
17	7	obj08.jpg	8	264	face12.jpg	1	55	28	266	4.96730657666922
17	2	obj10.jpg	2	120	face24.jpg	2	1	29	125	1.15056248567998
17	8	obj14.jpg	8	264	face01.jpg	2	2	30	238	4.71697307750583
17	14	obj02.jpg	14	48	face17.jpg	2	4	31	60	5.41285881400108
17	6	obj11.jpg	6	216	face16.jpg	2	5	32	240	3.51688556931913
17	7	obj08.jpg	8	264	face12.jpg	2	12	33	278	2.93963725119829
17	1	obj09.jpg	1	96	face06.jpg	2	13	34	111	4.39000496082008
17	12	obj01.jpg	11	336	face23.jpg	2	15	35	318	2.30822751671076
17	9	obj13.jpg	9	288	face19.jpg	2	18	36	293	3.99366034567356
17	8	obj14.jpg	7	240	face28.jpg	2	19	37	213	2.16008301638067
17	5	obj03.jpg	6	216	face14.jpg	2	21	38	256	2.94627966545522
17	11	obj06.jpg	11	336	face10.jpg	2	22	39	51	11.960511771962
17	3	obj04.jpg	4	168	face15.jpg	2	25	40	189	7.77478964440525
17	13	obj05.jpg	13	24	face11.jpg	2	30	41	15	4.3823040034622
17	14	obj02.jpg	13	24	face04.jpg	2	31	42	19	3.94087788835168
17	12	obj01.jpg	12	360	face03.jpg	2	32	43	3	3.33134593255818
17	6	obj11.jpg	5	192	face22.jpg	2	34	44	192	2.38415000773966
17	11	obj06.jpg	12	360	face07.jpg	2	36	45	346	3.87984611652792
17	4	obj12.jpg	3	144	face18.jpg	2	38	46	145	3.13316484354436
17	13	obj05.jpg	14	48	face09.jpg	2	40	47	71	3.05131493136287
17	10	obj07.jpg	10	312	face25.jpg	2	41	48	323	5.02220362238586
17	7	obj08.jpg	7	240	face26.jpg	2	42	49	227	2.59570262208581
17	10	obj07.jpg	9	288	face02.jpg	2	45	50	298	4.39915888942778
17	2	obj10.jpg	1	96	face05.jpg	2	46	51	115	4.00791989825666
17	4	obj12.jpg	4	168	face20.jpg	2	48	52	129	5.40893216058612
17	3	obj04.jpg	3	144	face21.jpg	2	49	53	130	5.14586043544114
17	1	obj09.jpg	2	120	face08.jpg	2	50	54	123	1.61330378800631
17	9	obj13.jpg	10	312	face13.jpg	2	51	55	322	1.94943547993898
17	5	obj03.jpg	5	192	face27.jpg	2	56	56	202	3.11935040168464
