SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	RunNo	genRanNo	AllTrialNo	colchoice	RT
23	11	obj03.jpg	11	312	face18.jpg	1	4	1	324	10.88980877
23	8	obj09.jpg	7	216	face07.jpg	1	6	2	210	6.2354809
23	12	obj04.jpg	12	336	face27.jpg	1	8	3	345	3.58312527
23	6	obj10.jpg	6	192	face23.jpg	1	9	4	216	3.83945851
23	5	obj14.jpg	5	168	face28.jpg	1	11	5	170	3.968635653
23	4	obj02.jpg	4	144	face21.jpg	1	14	6	142	3.599062681
23	6	obj10.jpg	5	168	face24.jpg	1	15	7	211	0.867175585
23	1	obj12.jpg	1	72	face09.jpg	1	17	8	63	4.511519367
23	2	obj07.jpg	1	72	face06.jpg	1	18	9	56	3.220470696
23	9	obj11.jpg	10	288	face08.jpg	1	20	10	287	2.487073289
23	13	obj13.jpg	13	360	face25.jpg	1	23	11	357	5.319758495
23	10	obj08.jpg	10	288	face20.jpg	1	24	12	293	6.290292224
23	11	obj03.jpg	12	336	face17.jpg	1	25	13	350	3.277138925
23	12	obj04.jpg	11	312	face15.jpg	1	27	14	332	3.488963322
23	8	obj09.jpg	8	240	face05.jpg	1	28	15	246	3.122293831
23	4	obj02.jpg	3	120	face11.jpg	1	30	16	151	3.619979885
23	5	obj14.jpg	6	192	face01.jpg	1	31	17	194	2.152217982
23	1	obj12.jpg	2	96	face22.jpg	1	32	18	100	5.576462455
23	2	obj07.jpg	2	96	face12.jpg	1	37	19	85	4.408486087
23	9	obj11.jpg	9	264	face16.jpg	1	38	20	263	4.223024879
23	7	obj05.jpg	7	216	face03.jpg	1	40	21	229	2.605578364
23	14	obj06.jpg	13	360	face04.jpg	1	42	22	25	3.430564954
23	7	obj05.jpg	8	240	face14.jpg	1	44	23	232	1.111153813
23	13	obj13.jpg	14	24	face26.jpg	1	45	24	26	4.070543617
23	14	obj06.jpg	14	24	face13.jpg	1	48	25	12	7.506644689
23	3	obj01.jpg	3	120	face10.jpg	1	51	26	118	0.768080478
23	3	obj01.jpg	4	144	face19.jpg	1	55	27	156	4.338783265
23	10	obj08.jpg	9	264	face02.jpg	1	56	28	262	3.266414572
23	10	obj08.jpg	9	264	face02.jpg	2	1	29	109	3.11693473
23	10	obj08.jpg	10	288	face20.jpg	2	2	30	271	2.077731361
23	9	obj11.jpg	10	288	face08.jpg	2	3	31	292	2.747988729
23	11	obj03.jpg	12	336	face17.jpg	2	5	32	344	5.847587622
23	7	obj05.jpg	7	216	face03.jpg	2	7	33	241	7.268082694
23	14	obj06.jpg	13	360	face04.jpg	2	10	34	358	3.582897599
23	6	obj10.jpg	6	192	face23.jpg	2	12	35	215	4.113330136
23	12	obj04.jpg	12	336	face27.jpg	2	13	36	325	0.868635226
23	2	obj07.jpg	2	96	face12.jpg	2	16	37	86	3.759084781
23	1	obj12.jpg	2	96	face22.jpg	2	19	38	82	3.838492422
23	12	obj04.jpg	11	312	face15.jpg	2	21	39	326	2.881869514
23	5	obj14.jpg	6	192	face01.jpg	2	22	40	208	4.49975318
23	8	obj09.jpg	8	240	face05.jpg	2	26	41	248	3.751205958
23	1	obj12.jpg	1	72	face09.jpg	2	29	42	250	1.039004541
23	3	obj01.jpg	3	120	face10.jpg	2	33	43	154	8.16397557
23	11	obj03.jpg	11	312	face18.jpg	2	34	44	320	4.471397861
23	5	obj14.jpg	5	168	face28.jpg	2	35	45	167	3.823419767
23	14	obj06.jpg	14	24	face13.jpg	2	36	46	354	3.92458622
23	6	obj10.jpg	5	168	face24.jpg	2	39	47	191	5.323106778
23	13	obj13.jpg	14	24	face26.jpg	2	41	48	4	5.990650353
23	3	obj01.jpg	4	144	face19.jpg	2	43	49	152	3.366455595
23	8	obj09.jpg	7	216	face07.jpg	2	46	50	198	5.07920811
23	7	obj05.jpg	8	240	face14.jpg	2	47	51	240	6.346638404
23	2	obj07.jpg	1	72	face06.jpg	2	49	52	63	3.411492503
23	13	obj13.jpg	13	360	face25.jpg	2	50	53	15	2.688550317
23	4	obj02.jpg	3	120	face11.jpg	2	52	54	124	0.746595924
23	9	obj11.jpg	9	264	face16.jpg	2	53	55	268	5.548761176
23	4	obj02.jpg	4	144	face21.jpg	2	54	56	132	1.396297132
