SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	RunNo	genRanNo	AllTrialNo	colchoice	RT
20	9	obj14.jpg	9	360	face24.jpg	1	3	1	338	9.97337647527456
20	14	obj01.jpg	14	120	face21.jpg	1	7	2	137	15.1034422516823
20	8	obj08.jpg	7	312	face13.jpg	1	8	3	336	17.6303837727755
20	7	obj09.jpg	8	336	face23.jpg	1	9	4	338	9.94445416145027
20	6	obj02.jpg	5	264	face07.jpg	1	10	5	227	3.11394677311182
20	9	obj14.jpg	10	24	face12.jpg	1	14	6	25	4.1988311894238
20	10	obj12.jpg	10	24	face20.jpg	1	15	7	37	11.2513789720833
20	13	obj06.jpg	14	120	face08.jpg	1	16	8	133	5.20342636294663
20	11	obj13.jpg	11	48	face16.jpg	1	17	9	49	9.18145237118006
20	1	obj04.jpg	1	168	face05.jpg	1	20	10	178	5.79362609982491
20	12	obj10.jpg	11	48	face04.jpg	1	23	11	48	9.01896212995052
20	4	obj05.jpg	3	216	face03.jpg	1	25	12	222	2.76418072357774
20	5	obj03.jpg	5	264	face01.jpg	1	29	13	227	2.62076648510993
20	4	obj05.jpg	4	240	face11.jpg	1	30	14	208	2.61831723712385
20	13	obj06.jpg	13	96	face17.jpg	1	31	15	93	2.84935351647437
20	7	obj09.jpg	7	312	face10.jpg	1	32	16	294	3.80406926199794
20	3	obj11.jpg	3	216	face18.jpg	1	33	17	233	3.8653457313776
20	5	obj03.jpg	6	288	face06.jpg	1	34	18	280	3.20506159029901
20	8	obj08.jpg	8	336	face22.jpg	1	35	19	337	4.02872396819293
20	12	obj10.jpg	12	72	face27.jpg	1	36	20	83	6.16263992711902
20	6	obj02.jpg	6	288	face19.jpg	1	38	21	302	2.17958252876997
20	2	obj07.jpg	1	168	face25.jpg	1	39	22	182	3.4270247053355
20	11	obj13.jpg	12	72	face26.jpg	1	41	23	79	7.7960323151201
20	3	obj11.jpg	4	240	face28.jpg	1	44	24	263	5.4861010350287
20	2	obj07.jpg	2	192	face09.jpg	1	46	25	199	1.28172446414828
20	10	obj12.jpg	9	360	face15.jpg	1	50	26	328	4.3787695094943
20	14	obj01.jpg	13	96	face02.jpg	1	51	27	101	1.76858983188868
20	1	obj04.jpg	2	192	face14.jpg	1	52	28	154	2.29786347597837
20	5	obj03.jpg	5	264	face01.jpg	2	1	29	232	3.02713865600526
20	1	obj04.jpg	2	192	face14.jpg	2	2	30	174	2.33457568660378
20	9	obj14.jpg	10	24	face12.jpg	2	4	31	13	2.54113311506808
20	7	obj09.jpg	7	312	face10.jpg	2	5	32	307	4.96378225833178
20	10	obj12.jpg	10	24	face20.jpg	2	6	33	27	4.36605164594948
20	11	obj13.jpg	11	48	face16.jpg	2	11	34	52	10.7107836715877
20	6	obj02.jpg	6	288	face19.jpg	2	12	35	307	4.97919715940952
20	1	obj04.jpg	1	168	face05.jpg	2	13	36	169	2.1273224838078
20	3	obj11.jpg	4	240	face28.jpg	2	18	37	253	1.38480542972684
20	12	obj10.jpg	12	72	face27.jpg	2	19	38	67	3.67115260288119
20	3	obj11.jpg	3	216	face18.jpg	2	21	39	235	0.698031269013882
20	8	obj08.jpg	7	312	face13.jpg	2	22	40	343	5.638846533373
20	4	obj05.jpg	4	240	face11.jpg	2	24	41	200	2.82612899690866
20	7	obj09.jpg	8	336	face23.jpg	2	26	42	4	3.9224791675806
20	12	obj10.jpg	11	48	face04.jpg	2	27	43	57	5.29967680200934
20	8	obj08.jpg	8	336	face22.jpg	2	28	44	343	2.0617856066674
20	2	obj07.jpg	2	192	face09.jpg	2	37	45	210	4.53594042733312
20	14	obj01.jpg	14	120	face21.jpg	2	40	46	140	1.68572287634015
20	13	obj06.jpg	13	96	face17.jpg	2	42	47	86	1.02959130145609
20	9	obj14.jpg	9	360	face24.jpg	2	43	48	32	2.84041057899594
20	5	obj03.jpg	6	288	face06.jpg	2	45	49	298	3.80588033236563
20	14	obj01.jpg	13	96	face02.jpg	2	47	50	116	3.14188820123672
20	2	obj07.jpg	1	168	face25.jpg	2	48	51	177	2.81953876838088
20	4	obj05.jpg	3	216	face03.jpg	2	49	52	251	3.19584257900715
20	10	obj12.jpg	9	360	face15.jpg	2	53	53	1	4.98428012803197
20	13	obj06.jpg	14	120	face08.jpg	2	54	54	138	2.6674577575177
20	6	obj02.jpg	5	264	face07.jpg	2	55	55	238	4.9103098064661
20	11	obj13.jpg	12	72	face26.jpg	2	56	56	46	4.35339589603245
