SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	LureFace	RunNo	genRanNo	AllTrialNo	Foil1	Foil2	key	RT	facechoice
19	2	obj10.jpg	1	264	face16.jpg	face02.jpg	1	13	1	face13.jpg	face08.jpg	NaN	NaN	NaN
19	4	obj11.jpg	4	336	face23.jpg	face20.jpg	1	64	2	face06.jpg	face22.jpg	1	2042.99002699554	2
19	8	obj06.jpg	7	48	face25.jpg	face21.jpg	1	68	3	face18.jpg	face05.jpg	3	3256.58322125673	3
19	14	obj14.jpg	13	192	face19.jpg	face05.jpg	1	82	4	face16.jpg	face27.jpg	2	3540.0908831507	1
19	1	obj02.jpg	1	264	face22.jpg	face04.jpg	1	90	5	face17.jpg	face23.jpg	2	2533.18851627409	1
19	14	obj14.jpg	14	216	face05.jpg	face19.jpg	1	93	6	face08.jpg	face16.jpg	4	4023.14153499901	1
19	12	obj05.jpg	11	144	face13.jpg	face14.jpg	1	107	7	face07.jpg	face04.jpg	1	1956.69438876212	1
19	10	obj01.jpg	10	120	face10.jpg	face06.jpg	1	138	8	face03.jpg	face28.jpg	3	2109.82217825949	3
19	10	obj01.jpg	9	96	face06.jpg	face10.jpg	1	148	9	face11.jpg	face24.jpg	2	2504.73596900702	2
19	7	obj12.jpg	7	48	face18.jpg	face01.jpg	1	181	10	face19.jpg	face21.jpg	4	1949.37062636018	3
19	2	obj10.jpg	2	288	face02.jpg	face16.jpg	1	192	11	face27.jpg	face13.jpg	2	3517.95658841729	3
19	9	obj08.jpg	10	120	face11.jpg	face15.jpg	1	202	12	face21.jpg	face14.jpg	3	1776.06109715998	3
19	11	obj04.jpg	11	144	face03.jpg	face07.jpg	1	208	13	face20.jpg	face01.jpg	1	1905.10988235474	4
19	5	obj07.jpg	6	24	face24.jpg	face27.jpg	1	215	14	face22.jpg	face10.jpg	2	1709.8218947649	4
19	5	obj07.jpg	5	360	face27.jpg	face24.jpg	1	225	15	face05.jpg	face02.jpg	3	2233.23918506503	1
19	13	obj13.jpg	13	192	face12.jpg	face08.jpg	1	274	16	face23.jpg	face11.jpg	4	1926.39586888254	2
19	9	obj08.jpg	9	96	face15.jpg	face11.jpg	1	278	17	face09.jpg	face18.jpg	1	1985.56589707732	1
19	7	obj12.jpg	8	72	face01.jpg	face18.jpg	1	279	18	face12.jpg	face03.jpg	4	1827.073154971	2
19	6	obj03.jpg	5	360	face28.jpg	face09.jpg	1	282	19	face14.jpg	face17.jpg	3	1722.39748202264	3
19	8	obj06.jpg	8	72	face21.jpg	face25.jpg	1	284	20	face28.jpg	face20.jpg	2	2894.28233169019	1
19	3	obj09.jpg	3	312	face26.jpg	face17.jpg	1	311	21	face02.jpg	face06.jpg	3	1888.46485875547	4
19	1	obj02.jpg	2	288	face04.jpg	face22.jpg	1	317	22	face15.jpg	face09.jpg	1	1966.21892042458	4
19	6	obj03.jpg	6	24	face09.jpg	face28.jpg	1	320	23	face26.jpg	face12.jpg	3	2431.34685978293	2
19	12	obj05.jpg	12	168	face14.jpg	face13.jpg	1	322	24	face24.jpg	face07.jpg	2	2547.66420647502	4
19	11	obj04.jpg	12	168	face07.jpg	face03.jpg	1	345	25	face10.jpg	face19.jpg	1	1862.61976510286	2
19	4	obj11.jpg	3	312	face20.jpg	face23.jpg	1	380	26	face25.jpg	face15.jpg	4	2116.11857451499	4
19	3	obj09.jpg	4	336	face17.jpg	face26.jpg	1	390	27	face04.jpg	face25.jpg	3	2510.36422885954	1
19	13	obj13.jpg	14	216	face08.jpg	face12.jpg	1	392	28	face01.jpg	face26.jpg	1	1377.88600660861	1
19	14	obj14.jpg	14	216	face05.jpg	face19.jpg	2	4	29	face10.jpg	face03.jpg	1	1810.42564287782	2
19	5	obj07.jpg	6	24	face24.jpg	face27.jpg	2	6	30	face11.jpg	face28.jpg	2	3857.81798698008	2
19	1	obj02.jpg	1	264	face22.jpg	face04.jpg	2	23	31	face16.jpg	face25.jpg	2	2389.65319283307	1
19	10	obj01.jpg	10	120	face10.jpg	face06.jpg	2	30	32	face22.jpg	face20.jpg	3	3109.14456658065	1
19	13	obj13.jpg	13	192	face12.jpg	face08.jpg	2	38	33	face07.jpg	face26.jpg	3	2615.41701294482	2
19	5	obj07.jpg	5	360	face27.jpg	face24.jpg	2	44	34	face18.jpg	face17.jpg	2	2541.86341352761	4
19	12	obj05.jpg	12	168	face14.jpg	face13.jpg	2	53	35	face02.jpg	face07.jpg	4	1639.46988992393	1
19	12	obj05.jpg	11	144	face13.jpg	face14.jpg	2	66	36	face12.jpg	face23.jpg	1	1734.76966656744	2
19	6	obj03.jpg	5	360	face28.jpg	face09.jpg	2	67	37	face27.jpg	face11.jpg	4	2569.73164901137	2
19	7	obj12.jpg	8	72	face01.jpg	face18.jpg	2	81	38	face23.jpg	face19.jpg	2	2321.89411111176	1
19	10	obj01.jpg	9	96	face06.jpg	face10.jpg	2	84	39	face25.jpg	face05.jpg	3	4772.32426404953	3
19	2	obj10.jpg	1	264	face16.jpg	face02.jpg	2	92	40	face26.jpg	face13.jpg	1	3586.99943497777	1
19	9	obj08.jpg	9	96	face15.jpg	face11.jpg	2	98	41	face14.jpg	face09.jpg	4	3857.66761191189	1
19	1	obj02.jpg	2	288	face04.jpg	face22.jpg	2	117	42	face15.jpg	face24.jpg	2	1269.00065690279	2
19	4	obj11.jpg	4	336	face23.jpg	face20.jpg	2	127	43	face08.jpg	face15.jpg	2	3522.73744903505	1
