SubjID	OriobjNo	PicName	PairNo	RotateAng	FaceNo	LureFace	RunNo	genRanNo	AllTrialNo	Foil1	Foil2	key	RT	facechoice
22	2	obj10.jpg	1	264	face16.jpg	face02.jpg	1	13	1	face13.jpg	face08.jpg	3	3823.741852	1
22	4	obj11.jpg	4	336	face23.jpg	face20.jpg	1	64	2	face06.jpg	face22.jpg	2	5532.413557	3
22	8	obj06.jpg	7	48	face25.jpg	face21.jpg	1	68	3	face18.jpg	face05.jpg	3	6930.381482	3
22	14	obj14.jpg	13	192	face19.jpg	face05.jpg	1	82	4	face16.jpg	face27.jpg	3	3802.836258	2
22	1	obj02.jpg	1	264	face22.jpg	face04.jpg	1	90	5	face17.jpg	face23.jpg	1	6238.565294	1
22	14	obj14.jpg	14	216	face05.jpg	face19.jpg	1	93	6	face08.jpg	face16.jpg	3	4620.851775	1
22	12	obj05.jpg	11	144	face13.jpg	face14.jpg	1	107	7	face07.jpg	face04.jpg	2	3352.77056	1
22	10	obj01.jpg	10	120	face10.jpg	face06.jpg	1	138	8	face03.jpg	face28.jpg	2	7002.152024	2
22	10	obj01.jpg	9	96	face06.jpg	face10.jpg	1	148	9	face11.jpg	face24.jpg	4	5044.311804	1
22	7	obj12.jpg	7	48	face18.jpg	face01.jpg	1	181	10	face19.jpg	face21.jpg	3	3623.875075	2
22	2	obj10.jpg	2	288	face02.jpg	face16.jpg	1	192	11	face27.jpg	face13.jpg	NaN	NaN	NaN
22	9	obj08.jpg	10	120	face11.jpg	face15.jpg	1	202	12	face21.jpg	face14.jpg	2	2215.355422	2
22	11	obj04.jpg	11	144	face03.jpg	face07.jpg	1	208	13	face20.jpg	face01.jpg	4	6967.968071	2
22	5	obj07.jpg	6	24	face24.jpg	face27.jpg	1	215	14	face22.jpg	face10.jpg	3	3542.88421	2
22	5	obj07.jpg	5	360	face27.jpg	face24.jpg	1	225	15	face05.jpg	face02.jpg	1	2402.301301	1
22	13	obj13.jpg	13	192	face12.jpg	face08.jpg	1	274	16	face23.jpg	face11.jpg	3	5156.626655	2
22	9	obj08.jpg	9	96	face15.jpg	face11.jpg	1	278	17	face09.jpg	face18.jpg	3	2724.829359	1
22	7	obj12.jpg	8	72	face01.jpg	face18.jpg	1	279	18	face12.jpg	face03.jpg	2	2510.58263	1
22	6	obj03.jpg	5	360	face28.jpg	face09.jpg	1	282	19	face14.jpg	face17.jpg	4	6924.629471	2
22	8	obj06.jpg	8	72	face21.jpg	face25.jpg	1	284	20	face28.jpg	face20.jpg	1	6564.870619	4
22	3	obj09.jpg	3	312	face26.jpg	face17.jpg	1	311	21	face02.jpg	face06.jpg	1	3165.147468	2
22	1	obj02.jpg	2	288	face04.jpg	face22.jpg	1	317	22	face15.jpg	face09.jpg	2	4093.261212	4
22	6	obj03.jpg	6	24	face09.jpg	face28.jpg	1	320	23	face26.jpg	face12.jpg	4	6350.392301	3
22	12	obj05.jpg	12	168	face14.jpg	face13.jpg	1	322	24	face24.jpg	face07.jpg	2	3122.993245	2
22	11	obj04.jpg	12	168	face07.jpg	face03.jpg	1	345	25	face10.jpg	face19.jpg	3	3319.593641	1
22	4	obj11.jpg	3	312	face20.jpg	face23.jpg	1	380	26	face25.jpg	face15.jpg	4	4025.640018	1
22	3	obj09.jpg	4	336	face17.jpg	face26.jpg	1	390	27	face04.jpg	face25.jpg	1	3081.465086	1
22	13	obj13.jpg	14	216	face08.jpg	face12.jpg	1	392	28	face01.jpg	face26.jpg	3	6638.660793	1
22	14	obj14.jpg	14	216	face05.jpg	face19.jpg	2	4	29	face10.jpg	face03.jpg	3	2504.323205	1
22	5	obj07.jpg	6	24	face24.jpg	face27.jpg	2	6	30	face11.jpg	face28.jpg	1	4150.96275	1
22	1	obj02.jpg	1	264	face22.jpg	face04.jpg	2	23	31	face16.jpg	face25.jpg	1	2328.097539	2
22	10	obj01.jpg	10	120	face10.jpg	face06.jpg	2	30	32	face22.jpg	face20.jpg	3	2750.507649	2
22	13	obj13.jpg	13	192	face12.jpg	face08.jpg	2	38	33	face07.jpg	face26.jpg	3	1941.035907	2
22	5	obj07.jpg	5	360	face27.jpg	face24.jpg	2	44	34	face18.jpg	face17.jpg	3	2595.904613	1
22	12	obj05.jpg	12	168	face14.jpg	face13.jpg	2	53	35	face02.jpg	face07.jpg	1	3639.423464	2
22	12	obj05.jpg	11	144	face13.jpg	face14.jpg	2	66	36	face12.jpg	face23.jpg	2	1845.643244	1
22	6	obj03.jpg	5	360	face28.jpg	face09.jpg	2	67	37	face27.jpg	face11.jpg	1	3390.247224	1
22	7	obj12.jpg	8	72	face01.jpg	face18.jpg	2	81	38	face23.jpg	face19.jpg	2	2184.388256	1
22	10	obj01.jpg	9	96	face06.jpg	face10.jpg	2	84	39	face25.jpg	face05.jpg	4	3915.740353	2
22	2	obj10.jpg	1	264	face16.jpg	face02.jpg	2	92	40	face26.jpg	face13.jpg	1	3175.422115	1
22	9	obj08.jpg	9	96	face15.jpg	face11.jpg	2	98	41	face14.jpg	face09.jpg	2	2107.411044	1
22	1	obj02.jpg	2	288	face04.jpg	face22.jpg	2	117	42	face15.jpg	face24.jpg	1	3249.71635	1
22	4	obj11.jpg	4	336	face23.jpg	face20.jpg	2	127	43	face08.jpg	face15.jpg	2	2872.235954	1
22	4	obj11.jpg	3	312	face20.jpg	face23.jpg	2	131	44	face17.jpg	face18.jpg	1	5625.619537	4
22	9	obj08.jpg	10	120	face11.jpg	face15.jpg	2	180	45	face01.jpg	face16.jpg	4	2949.214635	2
22	2	obj10.jpg	2	288	face02.jpg	face16.jpg	2	182	46	face05.jpg	face08.jpg	1	3231.263139	1
22	8	obj06.jpg	8	72	face21.jpg	face25.jpg	2	199	47	face03.jpg	face02.jpg	2	4193.908152	1
22	8	obj06.jpg	7	48	face25.jpg	face21.jpg	2	216	48	face24.jpg	face14.jpg	3	3745.882356	3
22	7	obj12.jpg	7	48	face18.jpg	face01.jpg	2	222	49	face04.jpg	face27.jpg	1	4973.449951	2
